20230215 22:44:12 INFO  [main] SalesForce.Tc01 Tc01.java18 - test case 1 inside
20230216 00:18:53 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: username]
20230216 00:18:53 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: password]
20230216 00:18:53 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> xpath: //input[@id='rememberUn']]
20230216 00:18:53 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: Login]
20230216 00:18:56 INFO  [main] SalesForce.BaseClass BaseClass.java138 - action performing on:[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: userNavLabel]
20230216 00:18:56 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: userNavLabel]
20230216 00:18:56 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> id: userNavLabel]
20230216 00:18:56 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> xpath: //a[text() ='Logout']]
20230216 00:18:56 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (89dbdd94b0d694b9d2b5aee7d28f378c)] -> xpath: //a[text() ='Logout']]
20230216 00:19:00 INFO  [main] SalesForce.Tc01 Tc01.java116 - testcase 03 passed
20230216 00:19:00 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:validateCheck
20230216 00:25:42 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 00:25:49 INFO  [main] SalesForce.Tc01 Tc01.java20 - test case 1 inside
20230216 00:25:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (4ba9ffc894b2433432cd949d4386d587)] -> id: username]
20230216 00:25:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (4ba9ffc894b2433432cd949d4386d587)] -> id: password]
20230216 00:25:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (4ba9ffc894b2433432cd949d4386d587)] -> id: Login]
20230216 00:25:49 INFO  [main] SalesForce.Tc01 Tc01.java39 - test Case 1 passed
20230216 00:25:50 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230216 00:25:50 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorWIthInvalidCred
20230216 00:26:08 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (20952e12aefe8ac1c4e69e164b36dba1)] -> id: username]
20230216 00:26:09 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (20952e12aefe8ac1c4e69e164b36dba1)] -> id: password]
20230216 00:26:09 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (20952e12aefe8ac1c4e69e164b36dba1)] -> id: Login]
20230216 00:26:09 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:errorWIthInvalidCred
20230216 00:26:09 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:forgotPassword
20230216 00:26:16 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (9700b758fb8636a457ba4fef6bce1aaf)] -> id: forgot_password_link]
20230216 00:26:17 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (9700b758fb8636a457ba4fef6bce1aaf)] -> id: un]
20230216 00:26:17 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (9700b758fb8636a457ba4fef6bce1aaf)] -> id: un]
20230216 00:26:17 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (9700b758fb8636a457ba4fef6bce1aaf)] -> id: continue]
20230216 00:26:18 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (9700b758fb8636a457ba4fef6bce1aaf)] -> class name: mb12]
20230216 00:26:18 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:forgotPassword
20230216 00:26:18 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:login
20230216 00:26:24 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (cbdb90ffe5f3224c5e4755e40893c62b)] -> id: username]
20230216 00:26:25 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (cbdb90ffe5f3224c5e4755e40893c62b)] -> id: password]
20230216 00:26:25 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (cbdb90ffe5f3224c5e4755e40893c62b)] -> id: Login]
20230216 00:26:28 INFO  [main] SalesForce.Tc01 Tc01.java75 - testcase 02 passed
20230216 00:26:28 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:login
20230216 00:26:29 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:userMenuDropDown
20230216 00:26:35 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> id: username]
20230216 00:26:36 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> id: password]
20230216 00:26:36 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> xpath: //input[@id='rememberUn']]
20230216 00:26:36 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> id: Login]
20230216 00:26:39 INFO  [main] SalesForce.BaseClass BaseClass.java138 - action performing on:[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> id: userNavLabel]
20230216 00:26:39 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (074cb17f80b74f840debf2781b8086a2)] -> id: userNavLabel]
20230216 00:26:39 INFO  [main] SalesForce.Tc01 Tc01.java212 - testcase 05 passed
20230216 00:26:39 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:userMenuDropDown
20230216 00:26:40 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:validateCheck
20230216 00:26:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: username]
20230216 00:26:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: password]
20230216 00:26:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> xpath: //input[@id='rememberUn']]
20230216 00:26:49 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: Login]
20230216 00:26:55 INFO  [main] SalesForce.BaseClass BaseClass.java138 - action performing on:[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: userNavLabel]
20230216 00:26:55 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: userNavLabel]
20230216 00:26:55 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> id: userNavLabel]
20230216 00:26:55 INFO  [main] SalesForce.BaseClass BaseClass.java131 - waiting for element:[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> xpath: //a[text() ='Logout']]
20230216 00:26:55 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8ab9360c3ff258403ad45d0fc792ac1e)] -> xpath: //a[text() ='Logout']]
20230216 00:26:59 INFO  [main] SalesForce.Tc01 Tc01.java116 - testcase 03 passed
20230216 00:26:59 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:validateCheck
20230216 00:31:23 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 00:31:30 INFO  [main] SalesForce.Tc01 Tc01.java20 - test case 1 inside
20230216 00:31:31 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8f068f20cb60a6d3dcea677bbeb3ce4a)] -> id: username]
20230216 00:31:31 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8f068f20cb60a6d3dcea677bbeb3ce4a)] -> id: password]
20230216 00:31:31 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (8f068f20cb60a6d3dcea677bbeb3ce4a)] -> id: Login]
20230216 00:31:31 INFO  [main] SalesForce.Tc01 Tc01.java40 - test Case 1 passed
20230216 00:31:31 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230216 00:34:57 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 00:35:04 INFO  [main] SalesForce.Tc01 Tc01.java20 - test case 1 inside
20230216 00:35:04 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (5467185b5e2b7cbc1d217284faa2bb81)] -> id: username]
20230216 00:35:04 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (5467185b5e2b7cbc1d217284faa2bb81)] -> id: password]
20230216 00:35:04 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (5467185b5e2b7cbc1d217284faa2bb81)] -> id: Login]
20230216 00:35:05 INFO  [main] SalesForce.Tc01 Tc01.java40 - test Case 1 passed
20230216 00:35:05 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230216 00:36:54 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 00:36:59 INFO  [main] SalesForce.Tc01 Tc01.java20 - test case 1 inside
20230216 00:36:59 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (b5e884b19a7132d20a3e469749e1cbfc)] -> id: username]
20230216 00:37:00 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (b5e884b19a7132d20a3e469749e1cbfc)] -> id: password]
20230216 00:37:00 INFO  [main] SalesForce.BaseClass BaseClass.java126 - clicked[[ChromeDriver: chrome on WINDOWS (b5e884b19a7132d20a3e469749e1cbfc)] -> id: Login]
20230216 00:37:00 INFO  [main] SalesForce.Tc01 Tc01.java40 - test Case 1 passed
20230216 00:37:01 INFO  [main] SalesForce.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230216 15:38:23 INFO  [main] SalesForce.BaseClass BaseClass.java53 - Started test script:errorMessageBlankPassword
20230216 15:43:31 INFO  [main] SalesForce.BaseClass BaseClass.java53 - Started test script:errorMessageBlankPassword
20230216 15:50:21 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:20:22 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:25:56 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:28:19 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:30:31 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:33:43 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 16:34:04 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java21 - test case 1 inside
20230216 16:34:10 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (79ce900a867968adb113d3165fe2630c)] -> id: username]
20230216 16:34:10 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (79ce900a867968adb113d3165fe2630c)] -> id: password]
20230216 16:34:10 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (79ce900a867968adb113d3165fe2630c)] -> id: Login]
20230216 16:34:11 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java41 - test Case 1 passed
20230216 16:34:11 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:errorMessageBlankPassword
20230216 17:27:15 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorMessageBlankPassword
20230216 17:27:22 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java21 - test case 1 inside
20230216 17:27:22 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (d921056144746816786c036f3f6c47ff)] -> id: username]
20230216 17:27:22 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (d921056144746816786c036f3f6c47ff)] -> id: password]
20230216 17:27:22 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (d921056144746816786c036f3f6c47ff)] -> id: Login]
20230216 17:27:23 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java41 - test Case 1 passed
20230216 17:27:23 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:errorMessageBlankPassword
20230216 17:27:24 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:errorWIthInvalidCred
20230216 17:27:36 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (26ec706b40face777c5a726719c0ce64)] -> id: username]
20230216 17:27:36 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (26ec706b40face777c5a726719c0ce64)] -> id: password]
20230216 17:27:36 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (26ec706b40face777c5a726719c0ce64)] -> id: Login]
20230216 17:27:37 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:errorWIthInvalidCred
20230216 17:27:37 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:forgotPassword
20230216 17:27:44 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (be651a3378b3c4b554d8c08fb4d06590)] -> id: forgot_password_link]
20230216 17:27:44 INFO  [main] SalesForce.BaseClass BaseClass.java125 - waiting for element:[[ChromeDriver: chrome on WINDOWS (be651a3378b3c4b554d8c08fb4d06590)] -> id: un]
20230216 17:27:44 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (be651a3378b3c4b554d8c08fb4d06590)] -> id: un]
20230216 17:27:44 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (be651a3378b3c4b554d8c08fb4d06590)] -> id: continue]
20230216 17:27:46 INFO  [main] SalesForce.BaseClass BaseClass.java125 - waiting for element:[[ChromeDriver: chrome on WINDOWS (be651a3378b3c4b554d8c08fb4d06590)] -> class name: mb12]
20230216 17:27:46 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:forgotPassword
20230216 17:27:46 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:login
20230216 17:27:53 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (cff9e7b926e050d7427603ce10928864)] -> id: username]
20230216 17:27:54 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (cff9e7b926e050d7427603ce10928864)] -> id: password]
20230216 17:27:54 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (cff9e7b926e050d7427603ce10928864)] -> id: Login]
20230216 17:28:09 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java77 - testcase 02 passed
20230216 17:28:09 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:login
20230216 17:28:09 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:userMenuDropDown
20230216 17:28:16 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> id: username]
20230216 17:28:17 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> id: password]
20230216 17:28:17 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> xpath: //input[@id='rememberUn']]
20230216 17:28:17 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> id: Login]
20230216 17:28:28 INFO  [main] SalesForce.BaseClass BaseClass.java132 - action performing on:[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> id: userNavLabel]
20230216 17:28:29 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (ed52b75fb51e3431c86724830d5d4dca)] -> id: userNavLabel]
20230216 17:28:29 INFO  [main] SalesForce.SalesForceWithFrame SalesForceWithFrame.java214 - testcase 05 passed
20230216 17:28:29 INFO  [main] SalesForce.BaseClass BaseClass.java70 - Driver close:userMenuDropDown
20230216 17:28:29 INFO  [main] SalesForce.BaseClass BaseClass.java56 - Started test script:validateCheck
20230216 17:28:35 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (10a88337b3586323de99167573b2e0be)] -> id: username]
20230216 17:28:36 INFO  [main] SalesForce.BaseClass BaseClass.java120 - clicked[[ChromeDriver: chrome on WINDOWS (10a88337b3586323de99167573b2e0be)] -> id: password]
